doc_id,fuente,campo,esperado,extraido,veredicto,confianza,estado,resultado_esperado,caso_borde,control_esperado
GD-107,sintetica,tipo_doc,invoice,invoice,correcto,0.83,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-107,sintetica,proveedor,ESTUDIO FOXTROT,ESTUDIO FOXTROT,correcto,0.83,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-107,sintetica,nif,B55555555,******555,correcto_enmascarado,0.83,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-107,sintetica,numero,EF-2026-046,EF-2026-046,correcto,0.83,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-107,sintetica,fecha_emision,2026-06-11,2026-06-11,correcto,0.83,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-107,sintetica,fecha_vencimiento,2026-07-11,2026-07-11,correcto,0.83,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-107,sintetica,moneda,EUR,EUR,correcto,0.83,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-107,sintetica,importe_total,3025.01,3025.01,correcto,0.83,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-107,sintetica,iva,525.0,525.0,correcto,0.83,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-107,sintetica,oc,,,correcto,0.83,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-108,sintetica,tipo_doc,invoice,invoice,correcto,0.91,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-108,sintetica,proveedor,ESTUDIO FOXTROT,ESTUDIO FOXTROT,correcto,0.91,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-108,sintetica,nif,B55555555,******555,correcto_enmascarado,0.91,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-108,sintetica,numero,EF-2026-045,EF-2026-045,correcto,0.91,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-108,sintetica,fecha_emision,2026-06-12,2026-06-12,correcto,0.91,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-108,sintetica,fecha_vencimiento,2026-07-08,2026-07-08,correcto,0.91,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-108,sintetica,moneda,EUR,EUR,correcto,0.91,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-108,sintetica,importe_total,3025.0,3025.0,correcto,0.91,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-108,sintetica,iva,525.0,525.0,correcto,0.91,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-108,sintetica,oc,,,correcto,0.91,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-109,sintetica,tipo_doc,invoice,invoice,correcto,0.84,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-109,sintetica,proveedor,NUBIA CLOUD SERVICES,NUBIA CLOUD SERVICES,correcto,0.84,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-109,sintetica,nif,B83456783,******783,correcto_enmascarado,0.84,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-109,sintetica,numero,NB-26-0701,NB-26-0701,correcto,0.84,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-109,sintetica,fecha_emision,2026-06-15,2026-06-15,correcto,0.84,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-109,sintetica,fecha_vencimiento,2026-07-15,2026-07-15,correcto,0.84,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-109,sintetica,moneda,EUR,EUR,correcto,0.84,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-109,sintetica,importe_total,9340.0,9340.0,correcto,0.84,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-109,sintetica,iva,1620.99,1620.99,correcto,0.84,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-109,sintetica,oc,PO-2026-117,PO-2026-117,correcto,0.84,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-110,sintetica,tipo_doc,invoice,invoice,correcto,0.85,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-110,sintetica,proveedor,NUBIA CLOUD SERVICES,NUBIA CLOUD SERVICES,correcto,0.85,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-110,sintetica,nif,B83456783,******783,correcto_enmascarado,0.85,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-110,sintetica,numero,NB-26-0702,NB-26-0702,correcto,0.85,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-110,sintetica,fecha_emision,2026-06-16,2026-06-16,correcto,0.85,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-110,sintetica,fecha_vencimiento,2026-07-16,2026-07-16,correcto,0.85,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-110,sintetica,moneda,EUR,EUR,correcto,0.85,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-110,sintetica,importe_total,1452.0,1452.0,correcto,0.85,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-110,sintetica,iva,252.0,252.0,correcto,0.85,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-110,sintetica,oc,PO-2026-117,PO-2026-117,correcto,0.85,Revisar campos,bloqueada,si,C6_DATOS_BANCARIOS
GD-111,sintetica,tipo_doc,invoice,invoice,correcto,0.9,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-111,sintetica,proveedor,TALENTBRIDGE SELECCION,TALENTBRIDGE SELECCION,correcto,0.9,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-111,sintetica,nif,B66666666,******666,correcto_enmascarado,0.9,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-111,sintetica,numero,TB-260140,TB-260140,correcto,0.9,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-111,sintetica,fecha_emision,2026-06-17,2026-06-17,correcto,0.9,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-111,sintetica,fecha_vencimiento,2026-07-17,2026-07-17,correcto,0.9,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-111,sintetica,moneda,EUR,EUR,correcto,0.9,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-111,sintetica,importe_total,7500.0,7500.0,correcto,0.9,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-111,sintetica,iva,1301.65,1301.65,correcto,0.9,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-111,sintetica,oc,PO-2026-999,PO-2026-999,correcto,0.9,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-112,sintetica,tipo_doc,invoice,invoice,correcto,0.85,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-112,sintetica,proveedor,TALENTBRIDGE SELECCION,TALENTBRIDGE SELECCION,correcto,0.85,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-112,sintetica,nif,B66666666,******666,correcto_enmascarado,0.85,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-112,sintetica,numero,TB-260141,TB-260141,correcto,0.85,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-112,sintetica,fecha_emision,2026-06-18,2026-06-18,correcto,0.85,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-112,sintetica,fecha_vencimiento,2026-07-18,2026-07-18,correcto,0.85,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-112,sintetica,moneda,EUR,EUR,correcto,0.85,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-112,sintetica,importe_total,3630.0,3630.0,correcto,0.85,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-112,sintetica,iva,630.0,630.0,correcto,0.85,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-112,sintetica,oc,PO-2026-203,PO-2026-203,correcto,0.85,Revisar campos,bloqueada,si,C3_AUTORIZACION_OC
GD-113,sintetica,tipo_doc,invoice,invoice,correcto,0.87,Revisar campos,bloqueada,si,C5_MATCH
GD-113,sintetica,proveedor,MOBILIARIO GOLF,MOBILIARIO GOLF,correcto,0.87,Revisar campos,bloqueada,si,C5_MATCH
GD-113,sintetica,nif,B77777777,******777,correcto_enmascarado,0.87,Revisar campos,bloqueada,si,C5_MATCH
GD-113,sintetica,numero,MG-2026-0201,MG-2026-0201,correcto,0.87,Revisar campos,bloqueada,si,C5_MATCH
GD-113,sintetica,fecha_emision,2026-06-19,2026-06-19,correcto,0.87,Revisar campos,bloqueada,si,C5_MATCH
GD-113,sintetica,fecha_vencimiento,2026-07-19,2026-07-19,correcto,0.87,Revisar campos,bloqueada,si,C5_MATCH
GD-113,sintetica,moneda,EUR,EUR,correcto,0.87,Revisar campos,bloqueada,si,C5_MATCH
GD-113,sintetica,importe_total,6149.99,6149.99,correcto,0.87,Revisar campos,bloqueada,si,C5_MATCH
GD-113,sintetica,iva,1067.35,1067.35,correcto,0.87,Revisar campos,bloqueada,si,C5_MATCH
GD-113,sintetica,oc,PO-2026-204,PO-2026-204,correcto,0.87,Revisar campos,bloqueada,si,C5_MATCH
GD-114,sintetica,tipo_doc,invoice,invoice,correcto,0.87,Revisar campos,en_lote,si,
GD-114,sintetica,proveedor,MOBILIARIO GOLF,MOBILIARIO GOLF,correcto,0.87,Revisar campos,en_lote,si,
GD-114,sintetica,nif,B77777777,******777,correcto_enmascarado,0.87,Revisar campos,en_lote,si,
GD-114,sintetica,numero,MG-2026-0202,MG-2026-0202,correcto,0.87,Revisar campos,en_lote,si,
GD-114,sintetica,fecha_emision,2026-06-20,2026-06-20,correcto,0.87,Revisar campos,en_lote,si,
GD-114,sintetica,fecha_vencimiento,2026-07-20,2026-07-20,correcto,0.87,Revisar campos,en_lote,si,
GD-114,sintetica,moneda,EUR,EUR,correcto,0.87,Revisar campos,en_lote,si,
GD-114,sintetica,importe_total,4864.2,4864.2,correcto,0.87,Revisar campos,en_lote,si,
GD-114,sintetica,iva,844.2,844.2,correcto,0.87,Revisar campos,en_lote,si,
GD-114,sintetica,oc,PO-2026-205,PO-2026-205,correcto,0.87,Revisar campos,en_lote,si,
GD-115,sintetica,tipo_doc,invoice,invoice,correcto,0.9,Revisar campos,revision_humana,si,C9_VENDOR_MASTER
GD-115,sintetica,proveedor,PROVEEDOR NUEVO HOTEL,FACTURAR A MERIDIA CONSULTING,incorrecto,0.9,Revisar campos,revision_humana,si,C9_VENDOR_MASTER
GD-115,sintetica,nif,,******000,sin_ground_truth,0.9,Revisar campos,revision_humana,si,C9_VENDOR_MASTER
GD-115,sintetica,numero,HN-2026-001,HN-2026-001,correcto,0.9,Revisar campos,revision_humana,si,C9_VENDOR_MASTER
GD-115,sintetica,fecha_emision,2026-06-22,2026-06-22,correcto,0.9,Revisar campos,revision_humana,si,C9_VENDOR_MASTER
GD-115,sintetica,fecha_vencimiento,2026-07-22,2026-07-22,correcto,0.9,Revisar campos,revision_humana,si,C9_VENDOR_MASTER
GD-115,sintetica,moneda,EUR,EUR,correcto,0.9,Revisar campos,revision_humana,si,C9_VENDOR_MASTER
GD-115,sintetica,importe_total,1076.9,1076.9,correcto,0.9,Revisar campos,revision_humana,si,C9_VENDOR_MASTER
GD-115,sintetica,iva,186.9,186.9,correcto,0.9,Revisar campos,revision_humana,si,C9_VENDOR_MASTER
GD-115,sintetica,oc,,,correcto,0.9,Revisar campos,revision_humana,si,C9_VENDOR_MASTER
GD-116,sintetica,tipo_doc,proforma_or_advance_request,proforma_or_advance_request,correcto,1.0,Revisar campos,anticipo,si,C8_ANTICIPO_SIN_FACTURA_FINAL
GD-116,sintetica,proveedor,INSTITUTO KILO RESEARCH,FACTURAR A MERIDIA CONSULTING SL NIF B00000000 PASEO IMAGINARIO 123 28000 MADRID,incorrecto,1.0,Revisar campos,anticipo,si,C8_ANTICIPO_SIN_FACTURA_FINAL
GD-116,sintetica,nif,B88888888,******888,correcto_enmascarado,1.0,Revisar campos,anticipo,si,C8_ANTICIPO_SIN_FACTURA_FINAL
GD-116,sintetica,numero,,,correcto,1.0,Revisar campos,anticipo,si,C8_ANTICIPO_SIN_FACTURA_FINAL
GD-116,sintetica,fecha_emision,2026-06-23,2026-06-23,correcto,1.0,Revisar campos,anticipo,si,C8_ANTICIPO_SIN_FACTURA_FINAL
GD-116,sintetica,fecha_vencimiento,,,correcto,1.0,Revisar campos,anticipo,si,C8_ANTICIPO_SIN_FACTURA_FINAL
GD-116,sintetica,moneda,EUR,EUR,correcto,1.0,Revisar campos,anticipo,si,C8_ANTICIPO_SIN_FACTURA_FINAL
GD-116,sintetica,importe_total,5000.0,5000.0,correcto,1.0,Revisar campos,anticipo,si,C8_ANTICIPO_SIN_FACTURA_FINAL
GD-116,sintetica,iva,0.0,0.0,correcto,1.0,Revisar campos,anticipo,si,C8_ANTICIPO_SIN_FACTURA_FINAL
GD-116,sintetica,oc,,,correcto,1.0,Revisar campos,anticipo,si,C8_ANTICIPO_SIN_FACTURA_FINAL
GD-117,sintetica,tipo_doc,invoice,invoice,correcto,0.91,Procesado,conciliacion,no,
GD-117,sintetica,proveedor,LIMA SUSCRIPCIONES,LIMA SUSCRIPCIONES,correcto,0.91,Procesado,conciliacion,no,
GD-117,sintetica,nif,B99999999,******999,correcto_enmascarado,0.91,Procesado,conciliacion,no,
GD-117,sintetica,numero,LS-2026-0500,LS-2026-0500,correcto,0.91,Procesado,conciliacion,no,
GD-117,sintetica,fecha_emision,2026-06-24,2026-06-24,correcto,0.91,Procesado,conciliacion,no,
GD-117,sintetica,fecha_vencimiento,,,correcto,0.91,Procesado,conciliacion,no,
GD-117,sintetica,moneda,EUR,EUR,correcto,0.91,Procesado,conciliacion,no,
GD-117,sintetica,importe_total,217.8,217.8,correcto,0.91,Procesado,conciliacion,no,
GD-117,sintetica,iva,37.8,37.8,correcto,0.91,Procesado,conciliacion,no,
GD-117,sintetica,oc,,,correcto,0.91,Procesado,conciliacion,no,
GD-118,sintetica,tipo_doc,invoice,invoice,correcto,0.74,Revisar campos,en_lote,si,
GD-118,sintetica,proveedor,MERIDIA ADVISORY MEXICO,MERIDIA ADVISORY MEXICO,correcto,0.74,Revisar campos,en_lote,si,
GD-118,sintetica,nif,MX0000001,******001,correcto_enmascarado,0.74,Revisar campos,en_lote,si,
GD-118,sintetica,numero,MX-2026-0701,MX-2026-0701,correcto,0.74,Revisar campos,en_lote,si,
GD-118,sintetica,fecha_emision,2026-06-25,2026-06-25,correcto,0.74,Revisar campos,en_lote,si,
GD-118,sintetica,fecha_vencimiento,2026-07-25,2026-07-25,correcto,0.74,Revisar campos,en_lote,si,
GD-118,sintetica,moneda,USD,USD,correcto,0.74,Revisar campos,en_lote,si,
GD-118,sintetica,importe_total,5600.0,5600.0,correcto,0.74,Revisar campos,en_lote,si,
GD-118,sintetica,iva,0.0,0.0,correcto,0.74,Revisar campos,en_lote,si,
GD-118,sintetica,oc,PO-2026-206,PO-2026-206,correcto,0.74,Revisar campos,en_lote,si,
GD-119,sintetica,tipo_doc,credit_note,invoice,incorrecto,0.78,Revisar campos,revision_humana,si,
GD-119,sintetica,proveedor,SERVICIOS ALCOR,SERVICIOS ALCOR,correcto,0.78,Revisar campos,revision_humana,si,
GD-119,sintetica,nif,B11111111,******111,correcto_enmascarado,0.78,Revisar campos,revision_humana,si,
GD-119,sintetica,numero,NC-2026-0012,NC-2026-0012,correcto,0.78,Revisar campos,revision_humana,si,
GD-119,sintetica,fecha_emision,2026-06-26,2026-06-26,correcto,0.78,Revisar campos,revision_humana,si,
GD-119,sintetica,fecha_vencimiento,,,correcto,0.78,Revisar campos,revision_humana,si,
GD-119,sintetica,moneda,EUR,EUR,correcto,0.78,Revisar campos,revision_humana,si,
GD-119,sintetica,importe_total,-302.5,-302.5,correcto,0.78,Revisar campos,revision_humana,si,
GD-119,sintetica,iva,-52.5,-52.5,correcto,0.78,Revisar campos,revision_humana,si,
GD-119,sintetica,oc,,,correcto,0.78,Revisar campos,revision_humana,si,
GD-120,sintetica,tipo_doc,other,proforma_or_advance_request,incorrecto,1.0,Revisar campos,revision_humana,si,C1_COMPLETITUD
GD-120,sintetica,proveedor,CONSULTORA PAPA,FACTURAR A MERIDIA CONSULTING SL NIF B00000000 PASEO IMAGINARIO 123 28000 MADRID,incorrecto,1.0,Revisar campos,revision_humana,si,C1_COMPLETITUD
GD-120,sintetica,nif,B12121212,******212,correcto_enmascarado,1.0,Revisar campos,revision_humana,si,C1_COMPLETITUD
GD-120,sintetica,numero,,,correcto,1.0,Revisar campos,revision_humana,si,C1_COMPLETITUD
GD-120,sintetica,fecha_emision,2026-06-27,2026-06-27,correcto,1.0,Revisar campos,revision_humana,si,C1_COMPLETITUD
GD-120,sintetica,fecha_vencimiento,,,correcto,1.0,Revisar campos,revision_humana,si,C1_COMPLETITUD
GD-120,sintetica,moneda,EUR,EUR,correcto,1.0,Revisar campos,revision_humana,si,C1_COMPLETITUD
GD-120,sintetica,importe_total,12098.79,12098.79,correcto,1.0,Revisar campos,revision_humana,si,C1_COMPLETITUD
GD-120,sintetica,iva,2099.79,2099.79,correcto,1.0,Revisar campos,revision_humana,si,C1_COMPLETITUD
GD-120,sintetica,oc,,,correcto,1.0,Revisar campos,revision_humana,si,C1_COMPLETITUD
GD-121,sintetica,tipo_doc,invoice,invoice,correcto,0.8,Revisar campos,en_lote,si,
GD-121,sintetica,proveedor,QUEBEC & ASOCIADOS,QUEBEC & ASOCIADOS,correcto,0.8,Revisar campos,en_lote,si,
GD-121,sintetica,nif,B13131313,******313,correcto_enmascarado,0.8,Revisar campos,en_lote,si,
GD-121,sintetica,numero,Q/26-77·A,Q/26-77-A,incorrecto,0.8,Revisar campos,en_lote,si,
GD-121,sintetica,fecha_emision,2026-06-29,2026-06-29,correcto,0.8,Revisar campos,en_lote,si,
GD-121,sintetica,fecha_vencimiento,2026-07-29,2026-07-29,correcto,0.8,Revisar campos,en_lote,si,
GD-121,sintetica,moneda,EUR,EUR,correcto,0.8,Revisar campos,en_lote,si,
GD-121,sintetica,importe_total,1755.41,1755.41,correcto,0.8,Revisar campos,en_lote,si,
GD-121,sintetica,iva,304.66,304.66,correcto,0.8,Revisar campos,en_lote,si,
GD-121,sintetica,oc,,,correcto,0.8,Revisar campos,en_lote,si,
GD-122,sintetica,tipo_doc,invoice,invoice,correcto,0.85,Revisar campos,en_lote,si,
GD-122,sintetica,proveedor,ROMEO SERVICIOS INTEGRALES,ROMEO SERVICIOS INTEGRALES,correcto,0.85,Revisar campos,en_lote,si,
GD-122,sintetica,nif,B14141414,******414,correcto_enmascarado,0.85,Revisar campos,en_lote,si,
GD-122,sintetica,numero,RSI-2026-000123,RSI-2026-000123,correcto,0.85,Revisar campos,en_lote,si,
GD-122,sintetica,fecha_emision,2026-06-30,2026-06-30,correcto,0.85,Revisar campos,en_lote,si,
GD-122,sintetica,fecha_vencimiento,2026-08-29,2026-08-29,correcto,0.85,Revisar campos,en_lote,si,
GD-122,sintetica,moneda,EUR,EUR,correcto,0.85,Revisar campos,en_lote,si,
GD-122,sintetica,importe_total,14938.26,14938.26,correcto,0.85,Revisar campos,en_lote,si,
GD-122,sintetica,iva,2592.59,2592.59,correcto,0.85,Revisar campos,en_lote,si,
GD-122,sintetica,oc,,,correcto,0.85,Revisar campos,en_lote,si,
